"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Bahrain","BHR","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.15873675011887","2.52177135017653","2.50123111844817","2.74220281800075","2.62830589696211","2.75410095300988","2.92077673532749","2.71723119173952","2.74062573639224","2.92664696244372","2.98305782481201","3.04045276161749","3.07843797206568","3.14169742658612","3.43844705810379","3.29683771245335","3.37556075775531","3.58736641396799","3.58410111893497","3.81290397541605","3.89313598162296","4.05220390631008","4.32244428045462","4.24896394909593","4.37236467687981","","","","","",
"Bahamas, The","BHS","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.98877652817084","","","","","","","","","","","","","","13.4263894168982","13.6565410172766","14.2196269492836","14.7501468495306","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.61391431169374","3.09624962189562","5.10073424341508","4.51663458653296","4.24822087262613","4.77306894594371","3.9252975405039","4.24817690309809","4.38245437752291","4.59528321881366","4.85331096985771","4.84090808191899","5.26184936810006","5.80908967415344","5.68591653060988","5.42620307862978","5.34415390408859","5.11166078238503","5.55738192432413","6.04700608977946","5.08837081984241","","","","","",
"Belarus","BLR","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.21587124037287","1.27466791254535","1.41239183424976","1.56866885175616","1.665974100632","1.64739239424195","1.67933190738773","1.90787767211494","2.13499241354151","2.29980780924176","2.44773315587004","2.60856617775065","2.73039258729238","2.89176677202561","3.2002536131464","3.61378915579511","3.84748781637996","4.3804716698421","4.91429548827787","5.22575738348154","5.49229050606694","5.54183298051221","5.52605060657207","6.35044259673841","6.47080472130037","","","","","",
"Belize","BLZ","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.76014759620925","","","","","","","","","","","","","","11.8980952156771","12.1159962435373","12.2196718608496","12.2590144179191","","","","","","","","","","","","",
"Bermuda","BMU","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.31820274426712","6.66998188671356","6.54681842183877","6.53634786437998","6.34792674321569","6.04537824889931","5.97561882230919","5.84966448813015","6.14656424721086","6.37205258008096","5.969367203967","7.97234047027985","6.92321422803315","6.96672183734592","7.44376896024796","7.34873568602452","6.33937852915072","8.35457708439933","8.50057735660059","8.4989490836446","8.21851992936405","8.35823165062885","7.78898257961736","8.41873826014686","8.47275471188318","","","","","",
"Brazil","BRA","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1319957046164","7.34575565875188","7.40091473418809","7.73611212365237","7.90587561582685","8.14920207313243","8.05326684032858","8.06102627994595","7.9876909266599","7.9604998964838","8.46153491910762","8.61698311907855","8.78799835641052","8.90690908968557","9.16393535315159","9.51239017669463","9.84625343136177","10.1486432140628","10.29922075257","10.7149482942875","10.5412905560267","11.0167380872889","10.9685141021156","11.0271019927032","10.938107681637","","","","","",
"Barbados","BRB","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.78116225494954","","","","","","","","","","","","","","10.2081332298018","10.521602442292","11.2242198238252","11.6521095182209","","","","","","","","","","","","",
"Brunei Darussalam","BRN","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2340140001893","7.76482411976554","7.73742526633593","8.25317555729022","9.37067193116349","8.34257203913823","8.68212731307776","8.42566607433084","8.50879488179115","8.72396630127142","9.12457145729066","10.3476371148807","11.1731925279642","10.0863035173247","11.3538868967398","12.1704904329357","9.21235164105964","9.25216192578232","8.42563991746785","9.71014960310256","9.46421835417677","8.38662020466465","8.72196365514448","10.9360152393143","9.31410154372945","","","","","",
"Bhutan","BTN","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4833811461111","","","","","","","","","","","","","","13.3059536925842","12.9685341515273","13.8025157940817","14.4534731815622","","","","","","","","","","","","",
"Botswana","BWA","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.82701423589812","6.35587379999501","5.80560978831878","6.03893303053326","6.48651754762983","6.9210993534695","7.64504587809285","8.02919117139859","7.22480670044417","7.78333208545941","7.8069384596864","7.90551700632776","8.38549709880377","8.96524319707295","9.61535582146682","10.0454623450143","10.8517689831305","11.6746942426756","11.9490478431236","11.9202786429214","11.9607045323733","13.478338180781","12.6521575676271","13.5541967082306","13.1413502104073","","","","","",
"Central African Republic","CAF","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.64399627649161","2.68190009455561","2.70432974764153","2.7497684252143","2.83461118137485","2.9326030703458","2.97543102572072","3.12397698938608","3.29881173381096","3.42223307873277","3.54081082144523","3.73713394888939","3.85960305805014","3.8632929452371","3.99702102555648","4.29956507799747","4.61156382388667","4.80189167715575","4.91477435970846","4.97586024001698","5.13732799897538","5.25427071922064","5.45544424546666","5.70639162329187","5.77948832206119","5.84010896896846","","","","",
"Central Europe and the Baltics","CEB","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.05210288453255","3.1027709707643","3.28658364119582","3.60237232507246","3.91497009548213","4.2071345224329","4.38846768869314","4.67183467809616","4.78480778973397","5.21255452660991","5.45634375743764","5.90065876814083","6.57055813024116","7.26050961037552","7.78372571660883","7.87091937783121","8.39888736393179","8.95147683359374","9.54338358069093","10.1125466789451","","","","","",
"Switzerland","CHE","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.606661723386","7.67500183835309","7.81179231173601","8.1918883351202","8.39721716358967","8.73920757651898","8.79362029218698","9.02254098223623","9.25200910239069","9.5321567789302","10.2725490405336","10.0122737069944","10.6136864533138","10.6472724469715","11.0945087250944","11.6312284478477","12.463256913741","14.5848772734977","15.0251049497119","14.8682418791347","15.8523819020079","17.5282582237464","18.0619932063954","18.1920157308026","20.2298722533002","21.6004743720344","","","","",
"Channel Islands","CHI","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.27457808127649","4.66565870557468","4.97993222180055","5.37503928417609","5.45162446882731","5.76420469875612","5.75249365480766","5.61402060089023","5.71987643547682","5.43866205821287","5.8238882066847","6.2653082550223","6.33881579547307","6.65152773864655","6.87636855229635","7.27242685685993","8.72688826356948","9.1453646323757","9.09086359766779","9.24288848775946","10.0457141581163","10.4308126302935","10.058323787893","10.1898747867188","11.2087490872307","11.3126065216414","","","","",
"China","CHN","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.28767561014455","1.49394257332487","1.6878137323699","1.85731303063712","2.04763159063366","2.16028194788817","2.35280766373491","2.61706600679045","2.83448778382202","3.03717212369323","3.26621711107133","3.47478435427267","3.6087379434222","3.53930572543356","3.50875046631429","3.64574920781425","3.87268929186701","4.20021550091952","4.55198205465009","4.69665570624458","4.75961853016458","4.96312519086168","5.25634131510553","5.58389424803045","6.01163437242166","","","","","",
"Cote d'Ivoire","CIV","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8514083628877","5.88271898681664","5.50329303226572","5.42946240328742","5.45567438230235","5.98946537887962","5.84960131818229","6.05002674058973","6.43610317100755","5.56466869577034","5.76430351489972","6.13259712104067","5.73104955009015","6.09094104608961","4.49301795674585","4.5562158038689","4.84579636790667","4.70473286988613","4.89326877651811","5.55530001111138","5.29004024702359","4.50396678237617","4.68705443500212","4.84892242063898","5.24141247380902","","","","","",
"Cameroon","CMR","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.61019648646263","4.5405301226258","4.45163523128006","4.0552032725573","4.0879223150375","4.24430468981698","4.40177856788348","4.5814814146629","4.7059767943881","4.94049890958262","5.01571214915182","5.28720743966631","5.4688659393422","5.59736553059084","5.95239298110502","6.22481583513168","6.96210658625281","7.95303691034883","8.31780602979683","7.92274445932215","8.22657831103582","9.07412690111033","9.37513932802682","9.56857846496853","9.87983027704579","","","","","",
"Congo, Dem. Rep.","COD","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.64032015494942","2.49672711649662","2.24445257470766","1.94915176718761","1.90624990710477","1.88012731630792","1.83267964575628","1.72917014182758","1.67912119952097","1.6239744287986","1.54396234577908","1.49450859034926","1.51041952351915","1.56588553231655","1.65059523039972","1.73915607649638","1.8182592803847","1.91430189163128","1.99922645220445","2.01161547801303","2.10232090580698","2.15984660564402","1.89992566212435","1.99560324303238","2.13021999076516","","","","","",
"Congo, Rep.","COG","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3402276983488","10.483265960407","11.1373736854266","11.21962934233","12.5570569289698","11.6762842114532","13.1590747933209","13.9011443335353","14.5703032206306","14.6266049918158","16.2000365003345","15.3303747377416","16.1682623620327","14.068371845277","14.078218794249","14.457985887145","12.12332134257","13.7944271195801","13.8742779773953","13.1576963367121","13.2898370353974","10.5382189928699","9.72743320420574","9.9806142599596","10.8463964649287","","","","","",
"Colombia","COL","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.85423811590301","7.14989911249665","7.4387645668174","7.67177500136835","8.00847016109568","8.45395111736817","8.57657846484428","9.30019288887792","9.03185808728979","9.81453382169343","10.2781511438947","10.7239189870766","11.389334746981","11.8072838126855","12.6415777070195","13.1020942686335","13.7138554442039","15.1406016563549","15.2230604937578","14.9750431432262","15.5551668957013","17.0225725948557","17.8585422110113","17.8110079518675","18.8083402127032","","","","","",
"Comoros","COM","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6196178838698","","","","","","","","","","","","","","35.8735506996853","34.9562529413111","32.5664995822006","34.531038945186","","","","","","","","","","","","",
"Cabo Verde","CPV","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6555918621093","","","","","","","","","","","","","","20.0107833352517","19.8321052875427","21.414599210023","25.0799851508236","","","","","","","","","","","","",
"Costa Rica","CRI","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.34576911961393","9.3119843834602","8.05489828102873","8.65377058400743","9.373518976076","9.7649475242015","10.0241848815495","10.6294670253347","11.563943472767","11.0575099626039","10.7379800225548","11.2890869213593","11.2591213828167","11.1396152205803","10.0748966807974","10.7944172996772","11.0222134924282","11.3581998751214","11.9129851540998","11.9523346643671","12.4576728119579","13.240320133941","13.9104321835255","14.1451375225694","14.7284256551504","","","","","",
"Caribbean small states","CSS","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1340853559997","","","","","","","","","","2.72599970855284","2.64491904625628","2.72979184205938","2.76179126720383","3.72913447997771","3.60461073259065","3.61791665960567","3.6730720757754","3.0845560817637","3.03359280656565","2.98687584380863","3.10091738025095","3.25611529743382","3.31750274725697","3.38570267842495","","","","","",
"Cuba","CUB","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.48038972874911","1.44153871273243","1.49753745104478","1.60405710116137","1.56086647299287","1.68384730332859","1.78892538688867","1.65881679179556","1.80623621911376","1.76609048859955","2.01014125387023","1.73728685223983","2.10287813077494","2.39735514800624","2.20866938911177","","","","","",
"Cayman Islands","CYM","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.66158771567667","5.77784731951074","5.74305582632907","5.51411947646987","5.21952944332612","6.55517102830503","6.07032458941705","6.45842598658251","6.44548796463168","6.79626892178504","6.91492098282381","7.58921399843102","7.79984853348731","7.47138363985084","8.63962723187826","9.23892051456494","9.75444461134631","10.335153800702","10.605627265798","10.844229464029","11.3491424837155","11.9700649203202","12.3513163911319","13.5610135250194","12.9817375880014","","","","","",
"Czech Republic","CZE","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.639150887498","2.6661276204029","2.79170460757002","2.94955839614289","3.1976652977539","3.4211894405173","3.51159402411268","3.51995721055385","3.67387410850796","4.05090014318571","4.0598417124013","4.26996755847614","4.36878883894932","4.45800601248369","4.66321648557648","4.98909156203793","5.29364391601112","5.84585527586056","6.42961039328455","6.84041024872746","6.52857645856254","7.06276752538004","7.16493273028175","7.64054630553466","8.24071002672534","8.72834154591466","","","","",
"Germany","DEU","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4096765299808","4.88786446912583","5.19277904819995","5.30315918019748","5.56642735315489","5.71114692885063","5.6628894740811","5.84535414712122","6.06723995618234","6.44402956126752","6.64445342346336","6.741510405021","7.1021877716335","7.31423759673479","7.60873142496239","7.78026905662795","8.11597545722123","9.09536434957472","9.36437256877333","9.71464690585485","9.74450233860341","10.9931657139359","11.183955436853","11.4211334195444","12.4386889136177","12.4906801243224","","","","",
"Djibouti","DJI","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3711537141362","","","","","","","","","","","","","","13.5167283533435","13.3448781614485","14.0466403665122","14.9836824522198","","","","","","","","","","","","",
